CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,Target
-76138.29,-26741.88,-84327.705,11114.145,0.0,0.0,0.0,0.0,5
-76138.965,-26744.625,-84321.27,11116.845,0.0,0.0,0.0,0.0,5
-76140.765,-26748.09,-84321.9,11117.655,0.0,0.0,0.0,0.0,5
-76138.065,-26748.675,-84322.26,11116.125,0.0,0.0,0.0,0.0,5
-76145.985,-26751.555,-84325.545,11121.12,0.0,0.0,0.0,0.0,5
-76138.02,-26751.96,-84319.335,11125.395,0.0,0.0,0.0,0.0,5
-76127.355,-26753.895,-84308.355,11128.185,0.0,0.0,0.0,0.0,5
-76128.345,-26753.535,-84311.955,11133.405,0.0,0.0,0.0,0.0,5
-76143.105,-26753.265,-84330.63,11116.755,0.0,0.0,0.0,0.0,5
-76146.165,-26751.825,-84329.55,11112.795,0.0,0.0,0.0,0.0,5
-76134.33,-26752.545,-84304.44,11132.415,0.0,0.0,0.0,0.0,5
-76125.42,-26755.65,-84290.175,11150.865,0.0,0.0,0.0,0.0,5
-76130.055,-26759.7,-84301.065,11144.88,0.0,0.0,0.0,0.0,5
-76134.465,-26761.095,-84303.27,11140.74,0.0,0.0,0.0,0.0,5
-76135.095,-26762.58,-84309.57,11129.49,0.0,0.0,0.0,0.0,5
-76138.38,-26762.4,-84312.225,11132.01,0.0,0.0,0.0,0.0,5
-76139.01,-26764.65,-84323.61,11118.42,0.0,0.0,0.0,0.0,5
-76142.205,-26764.83,-84324.645,11115.45,0.0,0.0,0.0,0.0,5
-76137.12,-26760.96,-84312.495,11127.195,0.0,0.0,0.0,0.0,5
-76138.38,-26755.425,-84308.4,11133.81,0.0,0.0,0.0,0.0,5
-76138.785,-26758.8,-84319.74,11122.245,0.0,0.0,0.0,0.0,5
-76135.77,-26763.165,-84312.18,11132.505,0.0,0.0,0.0,0.0,5
-76137.75,-26765.28,-84310.695,11137.32,0.0,0.0,0.0,0.0,5
-76138.695,-26766.99,-84318.57,11124.27,0.0,0.0,0.0,0.0,5
-76132.395,-26770.86,-84322.89,11112.705,0.0,0.0,0.0,0.0,5
-76141.35,-26773.02,-84322.89,11119.455,0.0,0.0,0.0,0.0,5
-76136.94,-26776.89,-84322.485,11115.495,0.0,0.0,0.0,0.0,5
-76135.185,-26776.44,-84319.965,11116.98,0.0,0.0,0.0,0.0,5
-76142.25,-26774.685,-84318.165,11124.765,0.0,0.0,0.0,0.0,5
-76139.775,-26772.03,-84312.765,11130.525,0.0,0.0,0.0,0.0,5
-76137.3,-26773.065,-84310.515,11130.255,0.0,0.0,0.0,0.0,5
-76135.5,-26777.52,-84312.36,11127.735,0.0,0.0,0.0,0.0,5
-76127.355,-26780.085,-84301.38,11139.84,0.0,0.0,0.0,0.0,5
-76126.14,-26780.13,-84292.02,11148.345,0.0,0.0,0.0,0.0,5
-76138.695,-26782.2,-84313.26,11124.045,0.0,0.0,0.0,0.0,5
-76139.055,-26781.615,-84311.955,11128.545,0.0,0.0,0.0,0.0,5
-76141.755,-26784.405,-84304.35,11142.315,0.0,0.0,0.0,0.0,5
-76140.27,-26785.305,-84307.14,11137.14,0.0,0.0,0.0,0.0,5
-76140.45,-26780.13,-84314.745,11137.32,0.0,0.0,0.0,0.0,5
-76144.32,-26774.055,-84317.895,11136.06,0.0,0.0,0.0,0.0,5
-76136.94,-26774.73,-84305.385,11138.67,0.0,0.0,0.0,0.0,5
-76134.6,-26781.57,-84311.505,11116.89,0.0,0.0,0.0,0.0,5
-76135.14,-26784.27,-84301.245,11131.83,0.0,0.0,0.0,0.0,5
-76131.9,-26781.435,-84300.255,11135.52,0.0,0.0,0.0,0.0,5
-76135.185,-26780.13,-84301.38,11138.355,0.0,0.0,0.0,0.0,5
-76138.965,-26781.885,-84302.73,11137.95,0.0,0.0,0.0,0.0,5
-76140.495,-26785.035,-84305.34,11136.33,0.0,0.0,0.0,0.0,5
-76142.25,-26783.595,-84317.49,11128.005,0.0,0.0,0.0,0.0,5
